nom;pays;ville;adresse;latitude;longitude;prixMoyen;livraison;reservation;typeCuisine
Asador Bacanora Oaxaca;Mexico;Oaxaca;5 De Mayo 614, Oaxaca, 68080, Mexico;17.068347;-96.7167677;50;non;non;Mexican
María Dolores;Mexico;Isla Mujeres;Condominio Playa Mujeres, Interior resort ATELIER Playa Mujeres, Isla Mujeres, 77400, Mexico;21.2532723;-86.8121965;50;non;non;Mexican
Lumbre;Mexico;San José del Cabo;Jose Maria Morelos 162, San José del Cabo, 23400, Mexico;23.0615425;-109.6960783;50;non;non;Mexican
Posada Margherita;Mexico;Tulum;Tulum Boca Paila Km 4.5, Tulum Beach, Tulum, 77760, Mexico;20.1649581;-87.4524655;50;non;non;Italian
Omakai;Mexico;San José del Cabo;Ignacio Zaragoza 1311, San José del Cabo, 23400, Mexico;23.0618444;-109.6975999;50;non;non;Japanese
Nao;Mexico;San José del Cabo;Miguel Hidalgo 100 y Manuel Doblado, Centro, San José del Cabo, 23400, Mexico;23.0014381;-109.7341207;50;non;non;Mediterranean Cuisine
Tacos Marco Antonio;Mexico;Ensenada;Av. Rayón 351, Obrera, Ensenada, 22830, Mexico;31.86049;-116.6108631;50;non;non;Mexican
El Paisa;Mexico;Ensenada;Av. 20 De Noviembre 1043, Ensenada, 22800, Mexico;31.8753534;-116.627964;50;non;non;Mexican
Woodend;Mexico;Playa del Carmen;Carr. Cancún - Tulum Km. 51, Playa del Carmen, 77720, Mexico;20.741699;-86.9653711;50;non;non;Contemporary
Atarraya;Mexico;Brisas de Zicatela;Guerrero 633 Brisas de Zicatela, La Punta, Brisas de Zicatela, 70934, Mexico;15.8357857;-97.0422176;50;non;non;Mexican
Oryx;Mexico;Tijuana;Blvd. Agua Caliente 10750, Int 84, Tijuana, 22015, Mexico;32.5136859;-117.0082533;50;non;non;Mexican
Mision 19;Mexico;Tijuana;Mision de San Javier 10643, Zona Urbana Rio, Tijuana, 22010, Mexico;32.5212331;-117.0078243;50;non;non;Mexican
Zandunga;Mexico;Oaxaca;Manuel García Vigil 512 E., Oaxaca, 68000, Mexico;17.06635;-96.7246;50;non;non;Mexican
El Fogón;Mexico;Playa del Carmen;Av. Constituyentes, Playa del Carmen, 77720, Mexico;20.6328577;-87.07393;50;non;non;Mexican
Casa Oaxaca El Restaurante;Mexico;Oaxaca;Constitución 104, Colonia Centro, Oaxaca, 68000, Mexico;17.0652641;-96.722276;50;non;non;Mexican
Criollo;Mexico;Oaxaca;Av. Francisco I. Madero 129, Oaxaca, 68000, Mexico;17.0642526;-96.7338307;50;non;non;Mexican
Taqueria La Principal;Mexico;Valle de Guadalupe;Principal, Valle de Guadalupe, Valle de Guadalupe, 22750, Mexico;32.0974031;-116.5690283;50;non;non;Mexican
Kous Kous;Mexico;Valle de Guadalupe;Carretera Tecate Ensenada, Km 73.30, Valle de Guadalupe, 22750, Mexico;32.1214336;-116.5402002;50;non;non;Moroccan
Crudo;Mexico;Oaxaca;Av. Benito Juárez 309, Oaxaca, 68000, Mexico;17.0638256;-96.7211778;50;non;non;Fusion
DŪM;Mexico;Todos Santos;Calle Centenario S/N, Colonia Centro, Todos Santos, 23300, Mexico;23.4543156;-110.2220432;50;non;non;Mexican
Acre;Mexico;San José del Cabo;Calle Rincón de las Animas S/N, San José del Cabo, 23407, Mexico;23.0790926;-109.6811316;50;non;non;Mexican
Manzanilla;Mexico;Ensenada;Teniente Azueta 139 Recinto Portuario, Zona Centro, Ensenada, 22800, Mexico;31.8596705;-116.6324544;50;non;non;Mexican
Oystera;Mexico;Todos Santos;Calle Benito Juárez 132, Todos Santos, 23300, Mexico;23.4475064;-110.2270928;50;non;non;Seafood
Wild;Mexico;Tulum;Boca Paila Carretera Tulum Km. 10, Boca Paila, Tulum, 77780, Mexico;20.1351475;-87.4642546;50;non;non;Contemporary
Olivea Farm to Table;Mexico;Ensenada;Carretera Federal 3, KM 92.5 San Antonio de las Minas, Ruta de Vino, Ensenada, 22766, Mexico;31.9914653;-116.6419181;50;non;non;Contemporary
Casa Banana;Mexico;Tulum;Tulum-Boca Paila Km. 7.5, Tulum Beach, Tulum, 77780, Mexico;20.1507211;-87.4589474;50;non;non;Argentinian
NÜ Tulum;Mexico;Tulum;Tulum-Boca Paila Km. 8.7, Tulum Beach, Tulum, 77780, Mexico;20.1405807;-87.4617385;50;non;non;Mexican
TENOCH by Paradero Todos Santos;Mexico;Todos Santos;La Mesa KM 59 +3100, Degollado, Todos Santos, 23300, Mexico;23.3899243;-110.1961656;50;non;non;Mexican
Bruma Wine Garden;Mexico;Ensenada;Bruma Wine Resort, Valle de Guadalupe, Ensenada, 22760, Mexico;32.128037;-116.5310902;50;non;non;Contemporary
Malva;Mexico;Villa de Juárez;3 Km. 96, Villa de Juárez, 22755, Mexico;31.9650245;-116.6560426;50;non;non;Mexican
Benno;Mexico;Todos Santos;Carretera Federal No. 19KM 54+800, Playa Punta Lobos, Todos Santos, 23300, Mexico;23.4155736;-110.2298044;50;non;non;Mexican
Envero en el Valle;Mexico;El Porvenir;Callejon Emiliano Zapata, Carretera Tecate, El Porvenir, 22750, Mexico;32.0812399;-116.6525401;50;non;non;Mexican
Lunario;Mexico;El Porvenir;Camino Vecinal Parcela 71 Fracc. 3 Lote 13, San Marcos, El Porvenir, 22750, Mexico;32.018246;-116.6628715;50;non;non;Mexican
Autor;Mexico;Tulum;Carretera Cancun Tulum 307, Tulkal Chemuyil, Tulum, 77775, Mexico;20.3587118;-87.3372659;50;non;non;Contemporary
Fonda San Francisco;Mexico;Monterrey;Manuel González 115, Casco Urbano, Monterrey, 66230, Mexico;25.6611909;-100.4009463;50;non;non;Mexican
Hartwood;Mexico;Tulum;Carr. Tulum-Boca Paila 7-6 km, Tulum Beach, Tulum, 77780, Mexico;20.1499647;-87.4594405;50;non;non;Mexican
Comal;Mexico;Cabo San Lucas;Carretera Transpeninsular Km. 15, Cabo San Lucas, 23410, Mexico;22.9477912;-109.8077004;50;non;non;Mexican
Kiosco Verde;Mexico;Cancún;Av. López Portillo SM. 84 Lote 14, Cancún, 77520, Mexico;21.1868293;-86.8078601;50;non;non;Seafood
La Casa De Las Mayoras;Mexico;Cancún;Calle Guadalupe Victoria y Calle Miguel Hidalgo Donceles 28, Cancún, 77524, Mexico;21.1768163;-86.8182436;50;non;non;Mexican
Tacos El Franc;Mexico;Tijuana;Blvd. Gral Rodolfo Sánchez Taboada 9257, Zona Este, Tijuana, 22010, Mexico;32.5288952;-117.0276643;50;non;non;Mexican
Los Tres Gallos;Mexico;Cabo San Lucas;Leona Vicaria Esquina 20 de Noviembre, Col. Centro, Cabo San Lucas, 23469, Mexico;22.8895263;-109.9117195;50;non;non;Mexican
Corazón D'Petra;Mexico;El Porvenir;Rancho San Marcos, El Porvenir, 22755, Mexico;32.0084379;-116.679907;50;non;non;Mexican
Arbol;Mexico;San José del Cabo;Transpeninsular Km. 19.5, San José del Cabo, 23400, Mexico;22.9788092;-109.7694061;50;non;non;Indian
Shikinosushi KROUTO;Japan;Nara;6-9-2 Omiyacho, Nara, Nara, 630-8115, Japan;34.684907;135.810919;50;non;non;Sushi
La Cachette;Japan;Nara;5-3-5 Nishitomigaoka, Nara, Nara, 631-0006, Japan;34.713275;135.738516;50;non;non;French
ocu;Japan;Nara;38-6 Takamacho, Nara, Nara, 630-8241, Japan;34.683895;135.825976;50;non;non;Italian
LA PIE;Japan;Nara;15-3 Kasasagicho, Nara, Nara, 630-8391, Japan;34.677247;135.83207;50;non;non;French
Naramachi Sushi Hanako;Japan;Nara;14-2 Nishinoshinyacho, Nara, Nara, 630-8334, Japan;34.676996;135.830048;50;non;non;Sushi
AWA Naramachiten;Japan;Nara;1 Shonamicho, Nara, Nara, 630-8363, Japan;34.678613;135.830542;50;non;non;Japanese
nakamuraya;Japan;Nara;8-1 Minamiichicho, Nara, Nara, 630-8373, Japan;34.679927;135.830065;50;non;non;Italian
Bon appétit Meshiagare;Japan;Nara;1 Juriincho, Nara, Nara, 630-8312, Japan;34.676015;135.833308;50;non;non;French
La Terrasse;Japan;Nara;98-1 Kasuganocho, Nara, Nara, 630-8212, Japan;34.684605;135.84574;50;non;non;French
Soba Saishoku Ichinyoan;Japan;Nara;1362 Haibara Jimyo, Uda, Nara, 633-0217, Japan;34.519943;135.982177;50;non;non;Soba
LE UN;Japan;Nara;NIPPONIA HOTEL Nara Naramachi, 4 Nishijodocho, Nara, Nara, 630-8345, Japan;34.679569;135.826365;50;non;non;French
FAON;Japan;Nara;1122-12 Takabatakecho, Nara, Nara, 630-8301, Japan;34.681886;135.832014;50;non;non;French
Kiyosuminosato AWA;Japan;Nara;861 Takahicho, Nara, Nara, 630-8411, Japan;34.632427;135.854843;50;non;non;Japanese
Chez Kurahashi;Japan;Nara;3406-1 Kamimachi, Ikoma, Nara, 630-0131, Japan;34.726921;135.720219;50;non;non;French
Nidaime Izumosoba Dandan;Japan;Nara;2-2-34 Omiyacho, Nara, Nara, 630-8115, Japan;34.68244;135.816705;50;non;non;Soba
KOHYAMA;Japan;Nara;2-1 Isono Minamimachi, Yamatotakada, Nara, 635-0062, Japan;34.506772;135.741874;50;non;non;Japanese
Oryori Kotan;Japan;Nara;6-2-17 Omiyacho, Nara, Nara, 630-8115, Japan;34.684827;135.810825;50;non;non;Japanese
GENMAIAN;Japan;Nara;1-3-24 Horyuji Higashi, Ikarugacho, Ikoma-gun, Nara, 636-0112, Japan;34.614487;135.743431;50;non;non;Japanese
Oryori Honjo;Japan;Nara;4-2-7 Sakyo, Nara, Nara, 631-0801, Japan;34.71685;135.80627;50;non;non;Japanese
Le Bois;Japan;Nara;NOBORIOJI HOTEL NARA, 40-1 Noboriojicho, Nara, Nara, 630-8213, Japan;34.684136;135.829924;50;non;non;French
Sushidokoro WASABI;Japan;Nara;39 Hayashikojicho, Nara, Nara, 630-8227, Japan;34.682764;135.825754;50;non;non;Sushi
Inakajaya Chie;Japan;Nara;350 Taie, Sakurai, Nara, 633-0044, Japan;34.486396;135.843355;50;non;non;Japanese
SHUN-GYO;Japan;Nara;1-4-12 Omiyacho, Nara, Nara, 630-8115, Japan;34.682806;135.817712;50;non;non;Chinese
Arigato;Japan;Nara;1-14-5 Gakuen Kita, Nara, Nara, 631-0036, Japan;34.699642;135.750415;50;non;non;Japanese
Camino;Japan;Nara;29-1 Fukuchiincho, Nara, Nara, 630-8381, Japan;34.677008;135.834792;50;non;non;Italian
Sanjuhachi;Japan;Nara;12-11 Katashiocho, Yamatotakada, Nara, 635-0085, Japan;34.508629;135.743501;50;non;non;Italian
Kuramoto Ryori Maruto Shoyu;Japan;Nara;170 Iyodo, Tawaramotocho, Shiki-gun, Nara, 636-0243, Japan;34.549966;135.816381;50;non;non;Japanese
Wa Asuka;Japan;Nara;4-3-15-2 Tomio Motomachi, Nara, Nara, 631-0078, Japan;34.692248;135.733713;50;non;non;Japanese
cucina regionale YANAGAWA;Japan;Nara;12 Shibatsukinukecho, Nara, Nara, 630-8385, Japan;34.677237;135.83132;50;non;non;Italian
Araki;Japan;Nara;B1F, 1-15-26 Gakuen Kita, Nara, Nara, 631-0036, Japan;34.700416;135.750256;50;non;non;Japanese
Gen;Japan;Nara;23-2 Fukuchiincho, Nara, Nara, 630-8381, Japan;34.676787;135.833865;50;non;non;Soba
Kawanami;Japan;Nara;4-6-14 Shibatsujicho, Nara, Nara, 630-8114, Japan;34.685979;135.810155;50;non;non;Japanese
KOMFORTA;Japan;Nara;1524-1 Nakayamacho, Nara, Nara, 631-0012, Japan;34.711486;135.773203;50;non;non;Italian
RISTORANTE Borgo KONISHI;Japan;Nara;2F, 24 Konishicho, Nara, Nara, 630-8226, Japan;34.683312;135.827178;50;non;non;Italian
Pinot Noir;Japan;Nara;1-5-12 Imaicho, Kashihara, Nara, 634-0812, Japan;34.507122;135.788938;50;non;non;French
la forme d'éternité;Japan;Nara;7-2 Hanashibacho, Nara, Nara, 630-8266, Japan;34.686482;135.828863;50;non;non;French
BANCHETTI;Japan;Nara;4-6-14 Shibatsujicho, Nara, Nara, 630-8114, Japan;34.685952;135.810077;50;non;non;Italian
Nikutoieba Matsuda;Japan;Nara;2F, 5-2-40 Naizencho, Kashihara, Nara, 634-0804, Japan;34.513889;135.791868;50;non;non;Beef
Kappo Risuke;Japan;Nara;498-5 Kuzumotocho, Kashihara, Nara, 634-0007, Japan;34.524241;135.797382;50;non;non;Japanese
Tama;Japan;Nara;4-5-14 Imaicho, Kashihara, Nara, 634-0812, Japan;34.506748;135.78597;50;non;non;French
Yakitori Mochizuki;Japan;Nara;32-14 Surugamachi, Nara, Nara, 630-8357, Japan;34.678305;135.820395;50;non;non;Yakitori
Ristorante L'incontro;Japan;Nara;9 Yakushidocho, Nara, Nara, 630-8321, Japan;34.675882;135.832054;50;non;non;Italian
Gojo GENBEI;Japan;Nara;2-5-17 Hommachi, Gojo, Nara, 637-0041, Japan;34.349032;135.693532;50;non;non;Japanese
Kaiseki Kakomura;Japan;Nara;2F, 10 Tsunofurishinyacho, Nara, Nara, 630-8223, Japan;34.681356;135.827648;50;non;non;Japanese
Nature's Own;China Mainland;Hangzhou;1F, Meifan Plaza Proya, 588 Xixi Road, Xihu, Hangzhou, China Mainland;30.269285;120.109887;50;non;non;Vegetarian
Yan Zhu Chao;China Mainland;Hangzhou;2-3F, Block C, Zhongying Xinghai, 30 Zhongchuang Road, Binjiang, Hangzhou, China Mainland;30.195333;120.2051635;50;non;non;Chao Zhou
A Bing Bao Shan Mian;China Mainland;Hangzhou;21 Zhonghe Middle Road, Shangcheng, Hangzhou, China Mainland;30.2419024;120.1672762;50;non;non;Noodles
28 Hubin Road;China Mainland;Hangzhou;1F, Grand Hyatt, 28 Hubin Road, Shangcheng, Hangzhou, China Mainland;30.2570318;120.1572255;50;non;non;Zhejiang
Li' An;China Mainland;Hangzhou;50F, Conrad Hotel, 228 Xinye Road, Shangcheng, Hangzhou, China Mainland;30.2513646;120.2092093;50;non;non;Cantonese
Hu Qing Yu Tang Yao Shan;China Mainland;Hangzhou;98 Zhongshan South Road, Shangcheng, Hangzhou, China Mainland;30.2306897;120.1653541;50;non;non;Hang Zhou
Ming Kitchen;China Mainland;Hangzhou;23F, Zhejiang Culture Building, 370 Tiyuchang Road, Gongshu, Hangzhou, China Mainland;30.2733309;120.1563029;50;non;non;Zhejiang
De Ming Fan Dian;China Mainland;Hangzhou;36 Huyu Road, Shangcheng, Hangzhou, China Mainland;30.2090369;120.1457101;50;non;non;Hang Zhou
Wulin;China Mainland;Hangzhou;4 Huntangqiao, Gongshu, Hangzhou, China Mainland;30.2741295;120.1513367;50;non;non;Hang Zhou
Grand Dragon (Xihu);China Mainland;Hangzhou;1F, The Dragon, 120 Shuguang Road, Xihu, Hangzhou, China Mainland;30.2691111;120.1383329;50;non;non;Zhejiang
Wu Ming Mian Guan;China Mainland;Hangzhou;17-1 Youdian Road, Shangcheng, Hangzhou, China Mainland;30.2517039;120.176408;50;non;non;Noodles
1913;China Mainland;Hangzhou;1F, The New Hotel, 58 Beishan Road, Xihu, Hangzhou, China Mainland;30.258298;120.139151;50;non;non;Hang Zhou
Zi Wei Hall;China Mainland;Hangzhou;Building 8, West Lake State Guesthouse, 18 Yanggong Causeway, Xihu, Hangzhou, China Mainland;30.237448;120.1282835;50;non;non;Zhejiang
Xi Xi Liang Chen;China Mainland;Hangzhou;8 Wujiawan Street, Xixi National Wetland Park, Fangxi Road, Yuhang, Hangzhou, China Mainland;30.2709586;120.0427761;50;non;non;Chao Zhou
La Lune;China Mainland;Hangzhou;L628, 6F, The Mixc, 701 Fuchun Road, Shangcheng, Hangzhou, China Mainland;30.2542195;120.211048;50;non;non;Chinese Contemporary
Shuiyang;China Mainland;Hangzhou;Xianghu Xiaoyao Manor, 256 Yuewang Road, Xiaoshan, Hangzhou, China Mainland;30.25582;120.1645;50;non;non;Zhejiang
Pu Zhu;China Mainland;Hangzhou;122 Dadou Road, Gongshu, Hangzhou, China Mainland;30.3004268;120.141863;50;non;non;Vegetarian
La Villa;China Mainland;Hangzhou;Seven Villas, 1 Bapanling Road, Xihu, Hangzhou, China Mainland;30.2313284;120.1285565;50;non;non;Innovative
Wan Li;China Mainland;Hangzhou;2-3F, Renaissance Northeast Hotel, 607 Renmin Avenue, Nanyuan Street, Linping, Hangzhou, China Mainland;30.4175463;120.3057403;50;non;non;Zhejiang
The Yue Hall;China Mainland;Hangzhou;58F, Sky Habitat, T1 Raffles City, 228 Xinye Road,  Shangcheng, Hangzhou, China Mainland;30.2509814;120.2080104;50;non;non;Cantonese
Hu Ge Si Fang Cai;China Mainland;Hangzhou;44 Tiaozhouwan, Shangcheng, Hangzhou, China Mainland;30.2194757;120.1647205;50;non;non;Hang Zhou
Kui Yuan Guan (Jiefang Road);China Mainland;Hangzhou;154 Jiefang Road, Shangcheng, Hangzhou, China Mainland;30.2531443;120.1653936;50;non;non;Zhejiang
Tian Lun Inn (Xihu);China Mainland;Hangzhou;1F, Building No. 7, Ecological Cluster, 550 Xixi Road, Xihu, Hangzhou, China Mainland;30.26091;120.117185;50;non;non;Hang Zhou
Zhi Wei Guan • Wei Zhuang (Xihu);China Mainland;Hangzhou;10-12 Yanggong Causeway, Xihu, Hangzhou, China Mainland;30.2327461;120.1326612;50;non;non;Hang Zhou
Pan Fang Chun (Zhongshan South Road);China Mainland;Hangzhou;479-481 Zhongshan South Road, Shangcheng, Hangzhou, China Mainland;30.2395723;120.1663899;50;non;non;Dim Sum
Dining Room;China Mainland;Hangzhou;37F, Park Hyatt Hotel, 1366 Qianjiang Road, Shangcheng, Hangzhou, China Mainland;30.2562462;120.2104945;50;non;non;Zhejiang
Hang's Delicacy (Xihu);China Mainland;Hangzhou;92 Zhijiang Road, Xihu, Hangzhou, China Mainland;30.1993001;120.1290558;50;non;non;Hang Zhou
Guan Yan Liu Jin;China Mainland;Hangzhou;3F, Section A, Hubin Yintai in77, 123 Pinghai Road, Shangcheng, Hangzhou, China Mainland;30.2556678;120.1577932;50;non;non;Chao Zhou
Jiang Nan Yu Ge;China Mainland;Hangzhou;49-53 Shiwukui Alley, Shangcheng, Hangzhou, China Mainland;30.2396235;120.1652199;50;non;non;Ningbo
Lin Ji Lao Chu;China Mainland;Hangzhou;299 Wensan West Road, Xihu, Hangzhou, China Mainland;30.2778912;120.0947199;50;non;non;Zhejiang
Hotwoods (Xihu);China Mainland;Hangzhou;1F, Building 27, Xixi Yihao, Ziyun Street, Xihu, Hangzhou, China Mainland;30.3134625;120.1415967;50;non;non;Latin American
Hangzhou House;China Mainland;Hangzhou;Building EX4, Amandayun, 22 Fayun Lane, Xihu Street, Xihu, Hangzhou, China Mainland;30.2376598;120.092537;50;non;non;Zhejiang
Lou Wai Lou (Gushan Road);China Mainland;Hangzhou;30 Gushan Road, Xihu, Hangzhou, China Mainland;30.2525536;120.1359835;50;non;non;Hang Zhou
Fortune Garden;China Mainland;Hangzhou;504-506, 5F, Phase 2, Star Avenue, 1766 Wentao Road, Binjiang, Hangzhou, China Mainland;30.2146497;120.2011587;50;non;non;Cantonese
Chic 1699;China Mainland;Hangzhou;L698, 6F, The Mixc, 701 Fuchun Road, Shangcheng, Hangzhou, China Mainland;30.2542195;120.211048;50;non;non;Fujian
Datou Yingshi Xiaoguan;China Mainland;Hangzhou;101, Building 7, 45 Tiaozhouwan, Shangcheng, Hangzhou, China Mainland;30.2202266;120.1648903;50;non;non;Hang Zhou
Gui Yu Jia Mian;China Mainland;Hangzhou;74 Lower Manjuelong, Xihu, Hangzhou, China Mainland;30.2216743;120.122983;50;non;non;Noodles
Wang Shi Shao Bing (Xixi Road);China Mainland;Hangzhou;60 Xixi Road, Xihu, Hangzhou, China Mainland;30.26091;120.149628;50;non;non;Small eats
Shin Jung;USA;Orlando;1638 E. Colonial Dr., Orlando, 32803, USA;28.5529122;-81.3587859;50;non;non;Korean
Ravello;USA;Orlando;10100 Dream Tree Blvd., Orlando, 32836, USA;28.4030199;-81.5438513;50;non;non;Italian
Pao by Paul Qui;USA;Miami Beach;3201 Collins Ave., Miami Beach, 33140, USA;25.8072484;-80.1237473;50;non;non;Asian
Estiatorio Milos;USA;Miami Beach;730 1st St., Miami Beach, 33139, USA;25.7698852;-80.1355092;50;non;non;Greek
The Polite Pig;USA;Orlando;1536 Buena Vista Dr., Orlando, 32830, USA;28.3705581;-81.5159408;50;non;non;Barbecue
Sear + Sea;USA;Orlando;14900 Chelonia Pkwy., Orlando, 32821, USA;28.35886;-81.5272783;50;non;non;Steakhouse
Mister O1 Extraordinary Pizza;USA;Miami Beach;1680 Michigan Ave., Ste. 101, Miami Beach, 33139, USA;25.7915713;-80.1389949;50;non;non;Pizza
Edoboy;USA;Orlando;728 N. Thornton Ave., Orlando, 32803, USA;28.5542739;-81.3659056;50;non;non;Sushi
Noble Rice;USA;Tampa;615 Channelside Dr., Ste. 112, Tampa, 33602, USA;27.9436887;-82.4471331;50;non;non;Japanese
Cítricos;USA;Orlando;4401 Floridian Way, Orlando, 32830, USA;28.410967;-81.5873008;50;non;non;American
Predalina;USA;Tampa;1001 E. Cumberland Ave., Tampa, 33602, USA;27.9449249;-82.4497488;50;non;non;Mediterranean Cuisine
The Pearl;USA;Tampa;823 Water St., Tampa, 33602, USA;27.9433027;-82.4501376;50;non;non;American
Columbia;USA;Tampa;2117 E. 7th Ave., Tampa, 33605, USA;27.96025;-82.4357;50;non;non;Cuban
Ulele;USA;Tampa;1810 N. Highland Ave., Tampa, 33602, USA;27.9594956;-82.462424;50;non;non;American
Prato;USA;Winter Park;124 N. Park Ave., Winter Park, 32789, USA;28.5983654;-81.3509796;50;non;non;Italian
Twenty Pho Hour;USA;Orlando;11951 International Dr., Unit B2, Orlando, 32821, USA;28.3913977;-81.4673621;50;non;non;Asian
Juju;USA;Orlando;700 Maguire Blvd., Orlando, 32803, USA;28.5536062;-81.3448901;50;non;non;Japanese
Hiyakawa Miami;USA;Miami;2700 N. Miami Ave., #5, Miami, 33127, USA;25.8026213;-80.1952187;50;non;non;Japanese
The Gibson Room;USA;Miami;2224 S.W. 22nd St., Miami, 33145, USA;25.7504714;-80.2304388;50;non;non;American
Supernatural Food & Wine;USA;Tampa;305 E. Polk St., Tampa, 33602, USA;27.9507312;-82.4587371;50;non;non;American
Ossobuco;USA;Miami;62 N.W. 27th St., Miami, 33127, USA;25.8021227;-80.19638;50;non;non;Contemporary
Maty's;USA;Miami;3255 N.E. 1st Ave., Miami, 33137, USA;25.807409;-80.1929;50;non;non;Peruvian
MILA;USA;Miami Beach;1636 Meridian Ave., Miami Beach, 33139, USA;25.7900371;-80.1365933;50;non;non;Asian
Maxine's on Shine;USA;Orlando;337 N. Shine Ave., Orlando, 32803, USA;28.5472456;-81.3621309;50;non;non;American
Macchialina;USA;Miami Beach;820 Alton Rd., Miami Beach, 33139, USA;25.7785114;-80.1409833;50;non;non;Italian
Taquiza;USA;Miami Beach;7450 Ocean Terrace, Miami Beach, 33141, USA;25.8605169;-80.1199036;50;non;non;Mexican
Mignonette;USA;Miami;210 N.E. 18th St., Miami, 33132, USA;25.793416;-80.1906106;50;non;non;Seafood
Latin Cafe;USA;Miami;875 N.W. 42nd Ave., Miami, 33126, USA;25.7804487;-80.2638523;50;non;non;Cuban
Fiola Miami;USA;Coral Gables;1500 San Ignacio Ave., Coral Gables, 33146, USA;25.7052813;-80.2823328;50;non;non;Italian
Lung Yai Thai Tapas;USA;Miami;1731 S.W. 8th St., Miami, 33135, USA;25.7658469;-80.2230997;50;non;non;Thai
Le Zoo;USA;Miami Beach;9700 Collins Ave., #135, Miami Beach, 33154, USA;25.8881239;-80.1240558;50;non;non;French
Morimoto Asia;USA;Orlando;1600 E. Buena Vista Dr., Orlando, 32830, USA;28.3710121;-81.5179309;50;non;non;Asian
La Mar by Gastón Acurio;USA;Miami;500 Brickell Key Dr., Miami, 33131, USA;25.765803;-80.1851609;50;non;non;Peruvian
The Pinery;USA;Orlando;295 N.E. Ivanhoe Blvd., Orlando, 32804, USA;28.5655889;-81.3735524;50;non;non;American
Luca Osteria;USA;Coral Gables;116 Giralda Ave., Coral Gables, 33134, USA;25.7514828;-80.2574719;50;non;non;Italian
The Den at Azabu Miami Beach;USA;Miami Beach;161 Ocean Dr., Miami Beach, 33139, USA;25.7704634;-80.1326776;50;non;non;Japanese
Walrus Rodeo;USA;Miami;5143 N.E. 2nd Ave., Miami, 33137, USA;25.8235437;-80.1914786;50;non;non;American
Toledo;USA;Orlando;1001 W. Buena Vista Dr., Orlando, 32830, USA;28.3636313;-81.5715048;50;non;non;Spanish
On Swann;USA;Tampa;1501 W. Swann Ave., Tampa, 33606, USA;27.9374088;-82.4750772;50;non;non;Contemporary
Kaya;USA;Orlando;618 N. Thornton Ave., Orlando, 32803, USA;28.5520757;-81.365581;50;non;non;Filipino
AVA MediterrAegean;USA;Winter Park;290 S. Park Ave., Winter Park, 32789, USA;28.5959186;-81.3509356;50;non;non;Greek
Flaming Mountain;USA;Tampa;13520 University Plaza St., Tampa, 33613, USA;28.0705177;-82.4297298;50;non;non;Chinese
Swine & Sons;USA;Orlando;201 N. Bumby Ave., Orlando, 32803, USA;28.5448964;-81.3518036;50;non;non;American
Kabooki Sushi;USA;Orlando;3122 E. Colonial Dr., Orlando, 32803, USA;28.5531215;-81.341509;50;non;non;Japanese
Lido;USA;Miami;9011 Collins Ave., Miami, 33154, USA;25.8777849;-80.1214556;50;non;non;Italian
Brasserie Laurel;USA;Miami;698 N.E. 1st Ave., Miami, 33132, USA;25.7810533;-80.1920482;50;non;non;French
YH Seafood Clubhouse;USA;Orlando;8081 Turkey Lake Rd., Orlando, 32819, USA;28.4474652;-81.4759932;50;non;non;Chinese
Four Flamingos, A Richard Blais Florida Kitchen;USA;Orlando;1 Grand Cypress Blvd., Orlando, 32836, USA;28.3821588;-81.5097444;50;non;non;Contemporary
Havana Harry's;USA;Coral Gables;4612 S. Le Jeune Rd., Coral Gables, 33146, USA;25.7291466;-80.2618992;50;non;non;Cuban
Élevage SoHo Kitchen & Bar;USA;Tampa;1207 S. Howard Ave., Tampa, 33606, USA;27.9311422;-82.4832691;50;non;non;International
Niu Kitchen;USA;Miami;104 N.E. 2nd Ave., Miami, 33132, USA;25.7753022;-80.1903736;50;non;non;Spanish
Selam;USA;Orlando;5494 Central Florida Pkwy., Orlando, 32821, USA;28.4070133;-81.4502902;50;non;non;Ethiopian
Josh's Deli;USA;Surfside;9517 Harding Ave., Surfside, 33154, USA;25.8860707;-80.1234011;50;non;non;Deli
Los Fuegos by Francis Mallmann;USA;Miami Beach;3201 Collins Ave., Miami Beach, 33140, USA;25.807485;-80.1235918;50;non;non;Argentinian
Primo;USA;Orlando;4040 Central Florida Pkwy., Orlando, 32837, USA;28.4014492;-81.4283321;50;non;non;Italian
Oak & Ola;USA;Tampa;1910 N. Ola Ave., Tampa, 33602, USA;27.9612386;-82.4643945;50;non;non;European
Chuan Fu;USA;Winter Park;1035 N. Orlando Ave., Ste. 105, Winter Park, 32789, USA;28.606839;-81.365562;50;non;non;Chinese
Cafe La Trova;USA;Miami;971 S.W. 8th St., Miami, 33130, USA;25.7662072;-80.2102565;50;non;non;Cuban
Bacán;USA;Orlando;6100 Wave Hotel Dr., Orlando, 32827, USA;28.3761;-81.2651;50;non;non;Latin American
Hakkasan Miami;USA;Miami Beach;4441 Collins Ave., Miami Beach, 33140, USA;25.8179645;-80.1221771;50;non;non;Chinese
Doce Provisions;USA;Miami;541 S.W. 12th Ave., Miami, 33130, USA;25.7679401;-80.2142528;50;non;non;Cuban
Ponte;USA;Tampa;1010 Gramercy Ln., Tampa, 33607, USA;27.9522981;-82.5029771;50;non;non;Contemporary
