nom;pays;ville;adresse;latitude;longitude;prixMoyen;livraison;reservation;typeCuisine
Radna Suanmak;Thailand;Nakhon Ratchasima;282 Phoklang Road, Nai Mueang, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30000, Thailand;14.975294;102.0933103;50;non;non;Noodles
Khao Soi Lung Prakit Kad Kom;Thailand;Chiang Mai;53 Suriyawong 5 Road, Hai Ya, Mueang Chiang Mai, Chiang Mai, 50100, Thailand;18.7744424;98.9897008;50;non;non;Noodles
Mae Khlong Hua Pla Mo Fai;Thailand;Bangkok;198 Phran Nok-Phutthamonthon Sai 4 Road, Bang Phrom, Taling Chan, Bangkok, 10170, Thailand;13.7546526;100.4216636;50;non;non;Seafood
Yu Ting Yuan;Thailand;Bangkok;LF, Four Seasons Hotel Bangkok at Chao Phraya River, 300/1 Charoen Krung Road, Yan Nawa, Sathon, Bangkok, 10120, Thailand;13.703883;100.5057331;50;non;non;Cantonese
Ojo;Thailand;Bangkok;76F, The Standard Bangkok Mahanakhon, 114 Narathiwas Road, Si Lom, Bang Rak, Bangkok, 10500, Thailand;13.72352;100.52825;50;non;non;Mexican
Nikaku;Thailand;Bangkok;GF, W Bangkok, 106 North Sathorn Road, Si Lom, Bang Rak, Bangkok, 10500, Thailand;13.7218546;100.5287986;50;non;non;Sushi
Keller;Thailand;Bangkok;1749 Chan Kao Road, Chong Nonsi, Yan Nawa, Bangkok, 10120, Thailand;13.70625;100.5417693;50;non;non;Creative
Phensiri;Thailand;Ko Samui;80/30 Mu 3, Suan Uthit Road, Bo Phut, Ko Samui, 84320, Thailand;9.5117039;100.0550677;50;non;non;Thai
Larb Duang Dee Mee Sook;Thailand;Chiang Mai;74 Soi Ban Huai Sai, Mu 4, Suthep, Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7592878;98.9429191;50;non;non;Northern Thai
Somtum Je Phai;Thailand;Chon Buri;321/26 Mu 12, Jomtien Beach Road, Pattaya, Nong Prue, Bang Lamung, Chon Buri, 20260, Thailand;12.8866482;100.8778378;50;non;non;Isan
Rabiang Thale;Thailand;Samut Prakan;887 Soi Thetsaban Bang Pu 104, Thai Ban, Mueang Samut Prakan, Samut Prakan, 10280, Thailand;13.5133286;100.6637761;50;non;non;Seafood
Som Tum Jae Kai (Asavamit Road);Thailand;Udon Thani;230/28 Asavamit Road, Mak Khaeng, Mueang Udon Thani, Udon Thani, 41000, Thailand;17.3979584;102.7860599;50;non;non;Isan
Kinlum Kindee;Thailand;Chiang Mai;172 Mu 3, Mueang Len, San Sai, Chiang Mai, 50210, Thailand;18.8607779;99.0656174;50;non;non;Northern Thai
Clara;Thailand;Bangkok;69 Soi Prasat Suk, Chong Nonsi, Yan Nawa, Bangkok, 10120, Thailand;13.71638;100.54844;50;non;non;Italian
Favola;Thailand;Chiang Mai;2F, Chiang Mai Marriott Hotel, 108 Chang Khlan Road, Chang Moi, Mueang Chiang Mai, Chiang Mai, 50100, Thailand;18.7843138;98.9999868;50;non;non;Italian
Aheesah Roddee;Thailand;Bangkok;103-105 Tani Road, Talat Yot, Phra Nakhon, Bangkok, 10200, Thailand;13.76035;100.49839;50;non;non;Asian
Gu Cherng;Thailand;Phra Nakhon Si Ayutthaya;2F, Krungsri River Hotel, 27/2 Mu 11, Rochana Road, Kamang, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3529537;100.5825053;50;non;non;Chinese
Jay Noi Kratoke;Thailand;Nakhon Ratchasima;115 Pibool La-lad Road, Nong Phai Lom, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30000, Thailand;14.9667416;102.0899567;50;non;non;Thai
Food For You;Thailand;Chiang Mai;25 Mu 3, San Phi Suea, Mueang Chiang Mai, Chiang Mai, 50300, Thailand;18.8538933;98.9835082;50;non;non;Thai
Baan Ton Sai;Thailand;Phra Nakhon Si Ayutthaya;189/49 Mu 8, Pratu Chai, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.352996;100.5516351;50;non;non;Thai
Grand Chaopraya;Thailand;Phra Nakhon Si Ayutthaya;42/1 Ban Run, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.300715;100.5641292;50;non;non;Thai
Kor Chun Huad;Thailand;Bangkok;864 Soi Somdet Phrachao Taksin 34, Bukkhalo, Thon Buri, Bangkok, 10600, Thailand;13.7036777;100.4851172;50;non;non;Thai-Chinese
Neon Boat Noodles;Thailand;Chon Buri;395/7 Pattaya, Nong Prue, Bang Lamung, Chon Buri, 20150, Thailand;12.9314083;100.8901686;50;non;non;Noodles
Grok;Thailand;Bangkok;14 Soi Somkid, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7470706;100.545948;50;non;non;Thai
Ōre;Thailand;Bangkok;11/31 Sathu Pradit Road, Chong Nonsi, Yan Nawa, Bangkok, 10120, Thailand;13.7043427;100.5300097;50;non;non;Creative
Krua Sa Ros Jad;Thailand;Bangkok;112/1 Soi Vibhavadi 44, Vibhavadi Rangsit Road, Lat Yao, Chatuchak, Bangkok, 10900, Thailand;13.842234;100.5619856;50;non;non;Thai
Cadence by Dan Bark;Thailand;Bangkok;225 Soi Pridi Banomyong 25, Khlong Tan, Khlong Toei, Bangkok, 10110, Thailand;13.727079;100.594119;50;non;non;Innovative
Terroir;Thailand;Bangkok;Acmen Complex, 13-15 Ekkamai Road, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7342892;100.5871356;50;non;non;Creative
O;Thailand;Phra Nakhon Si Ayutthaya;252/21 Soi Wilai Sena, Prasoet Som Road, Sena, Phra Nakhon Si Ayutthaya, 13110, Thailand;14.3268265;100.4033692;50;non;non;Thai
Aquila;Thailand;Chiang Mai;226/4 Soi Surapol 1, Tha Sala, Mueang Chiang Mai, Chiang Mai, 50000, Thailand;18.7689662;99.0347873;50;non;non;Italian
Giglio Trattoria Fiorentina;Thailand;Bangkok;149 Soi Sathon 12, Si Lom, Bang Rak, Bangkok, 10500, Thailand;13.7226449;100.5259213;50;non;non;Italian
Baan Watcharachai;Thailand;Phra Nakhon Si Ayutthaya;9 Soi Ban Pom 27, Ban Pom, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3528281;100.5461966;50;non;non;Thai
Phi Sao;Thailand;Phang-Nga;136/79 Mu 9, Thai Mueang, Phang-Nga, 82120, Thailand;8.4045539;98.2462619;50;non;non;Thai
Ms.Maria & Mr.Singh;Thailand;Bangkok;2F, 68 Soi Sukhumvit 31, Sukhumvit Road, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.740807;100.5676038;50;non;non;Indian
Juumpo;Thailand;Phang-Nga;GF, Hotel Gahn Khao Lak, 1/96 Mu 5, Phet Kasem Road, Khuk Khak, Takua Pa, Phang-Nga, 82220, Thailand;8.6722773;98.2526123;50;non;non;Southern Thai
Tonnam Riverview;Thailand;Phra Nakhon Si Ayutthaya;26/7 Ban Len, Bang Pa-in, Phra Nakhon Si Ayutthaya, 13160, Thailand;14.2234224;100.5738292;50;non;non;Thai
Loong Loy Pa Lan;Thailand;Nakhon Pathom;1010 Phet Kasem Road, Huai Chorakhe, Mueang Nakhon Pathom, Nakhon Pathom, 73000, Thailand;13.8089952;100.0571265;50;non;non;Thai
Phra Nakhon;Thailand;Bangkok;Lower Lobby, Capella Bangkok, 300/2 Charoenkrung Road, Yan Nawa, Sathon, Bangkok, 10120, Thailand;13.7130789;100.5106535;50;non;non;Thai
L'Arôme by the Sea;Thailand;Phuket;247/5 Phrabaramee Road, Pa Tong, Kathu, Phuket, 83150, Thailand;7.9151582;98.2924952;50;non;non;French Contemporary
Lab Mu Worachai;Thailand;Udon Thani;26/3 Posri Road, Mak Khaeng, Mueang Udon Thani, Udon Thani, 41000, Thailand;17.4103691;102.7826167;50;non;non;Isan
Acqua;Thailand;Phuket;324/15 Phra Barami Road, Pa Tong, Kathu, Phuket, 83150, Thailand;7.9167408;98.2908321;50;non;non;Italian
Gorjan;Thailand;Phuket;161 Kra Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.8724225;98.3906865;50;non;non;Thai
New York Steakhouse;Thailand;Bangkok;2F, JW Marriott Hotel, 4 Soi Sukhumvit 2, Khlong Toei, Bangkok, 10110, Thailand;13.7416921;100.5520831;50;non;non;Steakhouse
Ginza Sushi Ichi;Thailand;Bangkok;3F, Gaysorn Village, 999 Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7449423;100.5406345;50;non;non;Sushi
Somchai Go Tae (Bang Len);Thailand;Nakhon Pathom;18/13 Mu 1, Bang Phasi, Bang Len, Nakhon Pathom, 73130, Thailand;14.0108613;100.2201909;50;non;non;Thai-Chinese
O Cha Rot;Thailand;Phuket;72/1 Yaowarat Road, Talat Nuea, Mueang Phuket, Phuket, 83000, Thailand;7.885575;98.38762;50;non;non;Noodles
Heh;Thailand;Phuket;158 Yaowarat Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.8894489;98.3870143;50;non;non;Australian Contemporary
Song 24 Nor;Thailand;Khon Kaen;Nikorn Samran Road, Nai Mueang, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.4206709;102.8333035;50;non;non;Thai
Paste;Thailand;Bangkok;3F, Gaysorn Village, 999 Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7451823;100.5405551;50;non;non;Thai
Bang Por Seafood Takho;Thailand;Ko Samui;56/4 Mu 6, Maenam, Ko Samui, 84320, Thailand;9.578356;99.9427848;50;non;non;Seafood
Long Dtai;Thailand;Ko Samui;Cape Fahn Hotel, 24/269 Mu 5, Bo Phut, Ko Samui, 84320, Thailand;9.5736005;100.0874905;50;non;non;Southern Thai
Nan Bei;Thailand;Bangkok;19F, Rosewood Hotel, 1041/38 Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7432557;100.5489366;50;non;non;Chinese
Baan Phraya;Thailand;Bangkok;Mandarin Oriental Hotel, 48 Soi Charoen Krung 40,  Charoen Krung Road, Bang Rak, Bangkok, 10500, Thailand;13.7245795;100.5116967;50;non;non;Thai
Krua Samchai;Thailand;Ubon Ratchathani;282/1 Phalochai Road, Nai Mueang, Mueang Ubon Ratchathani, Ubon Ratchathani, 34000, Thailand;15.2339591;104.8389958;50;non;non;Isan
Arunwan;Thailand;Bangkok;LGF, Park X Building, 295 Soi Ekkamai 15, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7361551;100.587971;50;non;non;Small eats
Go Ang Seafood;Thailand;Phuket;226 Mu 2, Phuket Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.8791435;98.3925518;50;non;non;Seafood
Yi-Oui Noodles;Thailand;Phang-Nga;Behind Thai Mueang Shrine Chinese theater, Phang-Nga 3025 Rural Road, Thai Mueang, Phang-Nga, 82120, Thailand;8.3913971;98.2594169;50;non;non;Noodles
Sawang Noodles;Thailand;Bangkok;264 Si Phraya Road, Maha Phruettharam, Bang Rak, Bangkok, 10500, Thailand;13.731989;100.5253347;50;non;non;Noodles
Chum (Saraphi);Thailand;Chiang Mai;1/1 Mu 7, Tha Wang Tan, Saraphi, Chiang Mai, 50140, Thailand;18.7242045;99.008657;50;non;non;Northern Thai
Jongjit Kitchen;Thailand;Phuket;9/1 Mu 4, Wichit Songkhram Road, Kathu, Phuket, 83120, Thailand;7.9161465;98.3458619;50;non;non;Thai
Suay;Thailand;Phuket;Baan Wana Park, 177/99 Mu 4, Si Sunthon Road, Choeng Thale, Thalang, Phuket, 83110, Thailand;7.980066;98.32934;50;non;non;Thai contemporary
Enoteca;Thailand;Bangkok;39 Soi Sukhumvit 27, Khlong Toei Nuea, Vadhana, Bangkok, 10110, Thailand;13.73723;100.56463;50;non;non;Italian
Shirokane Tori-Tama;Thailand;Bangkok;Park Lane, 18 Soi Sukhumvit 63, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7233434;100.58455;50;non;non;Japanese
Guang Tang Noodles;Thailand;Khon Kaen;18/15 Pimpasut Road, Nai Mueang, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.4366495;102.8360228;50;non;non;Noodles
Kai Yang Sueb Siri;Thailand;Nakhon Ratchasima;49 Sueb Siri Road, Nai Mueang, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30000, Thailand;14.970211;102.0673711;50;non;non;Isan
Jaras;Thailand;Phuket;InterContinental Phuket Resort, 333, 333/3 Mu 3, Kamala Beach, Kamala, Kathu, Phuket, 83150, Thailand;7.962254;98.2837599;50;non;non;Thai contemporary
Kai Yang Wanna;Thailand;Khon Kaen;271 Mu 11, Mittraphap Road, Kham Muang, Khao Suan Kwang, Khon Kaen, 40280, Thailand;16.8536929;102.8594081;50;non;non;Isan
Guay Jub Mr. Jo;Thailand;Bangkok;86 Soi Chan 44, Wat Phraya Krai, Bang Kho Laem, Bangkok, 10120, Thailand;13.7092043;100.5142074;50;non;non;Noodles
Beach Grill and Bar;Thailand;Phang-Nga;Devasom Khao Lak Beach Resort & Villas, 79 Mu 3, Khuekkhak, Takua Pa, Phang-Nga, 82220, Thailand;8.6955746;98.2397567;50;non;non;Mediterranean Cuisine
Khrua Nong;Thailand;Phang-Nga;132/8 Phet Kasem Road, Bang Nai Si, Takua Pa, Phang-Nga, 82110, Thailand;8.871535;98.36038;50;non;non;Thai
Khao (Vadhana);Thailand;Bangkok;15 Soi Ekkamai 10, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7290273;100.58784;50;non;non;Thai
O Tao Bang Niao;Thailand;Phuket;362 Phuket Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.8763976;98.3936578;50;non;non;Street Food
Go La;Thailand;Phuket;11 Kra Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.8766786;98.3930647;50;non;non;Small eats
Khanom Jeen Mae Ploy;Thailand;Nakhon Ratchasima;7/1 Mu 6, Siriratchathani Road, Muen Wai, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30000, Thailand;14.9975141;102.1032772;50;non;non;Street Food
Sookjailand;Thailand;Khon Kaen;98 Mu 7, Maliwan Road, Nong Bua, Ban Fang, Khon Kaen, 40270, Thailand;16.4670347;102.6146659;50;non;non;Isan
Baan;Thailand;Bangkok;139/5 Wireless Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.73774;100.5465971;50;non;non;Thai
Kaithong Original;Thailand;Nonthaburi;164/13-15 Soi Chaeng Watthana-Pak Kret 33, Chaeng Watthana Road, Bang Phut, Pak Kret, Nonthaburi, 11120, Thailand;13.908368;100.537926;50;non;non;Thai-Chinese
Khao;Thailand;Chiang Mai;Four Seasons Resort, 502 Mu 1, Mae Rim-Samoeng Old Road, Rim Tai, Mae Rim, Chiang Mai, 50180, Thailand;18.9163599;98.9315887;50;non;non;Thai
Tang Sui Heng (Banthat Thong Road);Thailand;Bangkok;649 Banthat Thong Road, Wang Mai, Pathum Wan, Bangkok, 10330, Thailand;13.7468255;100.5237754;50;non;non;Street Food
North;Thailand;Bangkok;8 Soi Sukhumvit 33, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7335925;100.5675424;50;non;non;Northern Thai
Guay Jub Ubon;Thailand;Ubon Ratchathani;7 Phrommathep Road, Nai Mueang, Mueang Ubon Ratchathani, Ubon Ratchathani, 34000, Thailand;15.2252387;104.8580091;50;non;non;Street Food
Samchai Coffee (Thepyothi Road);Thailand;Ubon Ratchathani;168/4 Thepyothi Road, Nai Mueang, Mueang Ubon Ratchathani, Ubon Ratchathani, 34000, Thailand;15.2324445;104.8648389;50;non;non;Small eats
Antito;Thailand;Bangkok;14F, Eastin Grand Sathorn 33/1 Sathon Tai Road, Yan Nawa, Sathon, Bangkok, 10120, Thailand;13.7190616;100.5222841;50;non;non;Italian
Buabok;Thailand;Phuket;Amanpuri Resort 118, 1 Si Sunthon Road, Pansea Beach, Choeng Thale, Thalang, Phuket, 83110, Thailand;7.9839277;98.2765156;50;non;non;Thai
Noodles Soi 12 (Ban Suan);Thailand;Chon Buri;44/8-9 Mu 6, Soi Ban Suan-Setthakit 30, Ban Suan, Mueang Chon Buri, Chon Buri, 20000, Thailand;13.3510035;101.0106119;50;non;non;Noodles
Krua Pla Tu Tid Oun;Thailand;Chon Buri;8/1 Nadedee Road Soi 5, Saen Suk, Mueang Chon Buri, Chon Buri, 20130, Thailand;13.2693409;100.9270292;50;non;non;Thai
Baannok Bangkok;Thailand;Bangkok;34/3 VIVRE Building, Lang Suan Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7416843;100.5433475;50;non;non;Thai
Uan Ja Noodle;Thailand;Phra Nakhon Si Ayutthaya;45 U Thong Road, Ho Rattanachai, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3637608;100.5786227;50;non;non;Noodles
Yong Poo Ob;Thailand;Nakhon Ratchasima;1844/1 Mittraphap Road, Nai Mueang, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30000, Thailand;14.9784026;102.0634929;50;non;non;Seafood
Yommarat O-Cha;Thailand;Nakhon Ratchasima;9-11 Yommarat Road, Nai Mueang, Mueang Nakhon Ratchasima, Nakhon Ratchasima, 30000, Thailand;14.9788544;102.0985872;50;non;non;Small eats
Whale Chicken Noodles;Thailand;Khon Kaen;156 Sri Chant Road, Nai Mueang, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.4307;102.83192;50;non;non;Noodles
Withee Laab;Thailand;Chiang Mai;94-120 Charoen Muang Road, Wat Ket, Mueang Chiang Mai, Chiang Mai, 50000, Thailand;18.7871149;99.007336;50;non;non;Northern Thai
Baan Rearn Mai;Thailand;Phang-Nga;Ban Khok Kloi - Na Tai, Khok Kloi, Takua Thung, Phang-Nga, 82140, Thailand;8.2783363;98.299873;50;non;non;Seafood
Klai Lib;Thailand;Chon Buri;126 Bangsaenlang Road, Saen Suk, Mueang Chon Buri, Chon Buri, 20130, Thailand;13.2694534;100.9252161;50;non;non;Thai
Fuego;Thailand;Bangkok;2F, The Taste Thonglor, Thong Lo Soi 11, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7328835;100.5818174;50;non;non;Spanish Contemporary
Baan Suriyasai;Thailand;Bangkok;174 Surawong Road, Si Phraya, Bang Rak, Bangkok, 10500, Thailand;13.7291293;100.5277622;50;non;non;Thai
Santi;Thailand;Ubon Ratchathani;101-17 Chawala Nok Road, Nai Mueang, Mueang Ubon Ratchathani, Ubon Ratchathani, 34000, Thailand;15.2336056;104.8466068;50;non;non;Thai-Chinese
Meesapam Khun Yai Chian;Thailand;Phuket;56/8, 65/24 Mu 1, Thep Krasatti Road, Ko Kaeo, Mueang Phuket, Phuket, 83000, Thailand;7.947671;98.391828;50;non;non;Thai-Chinese
Kiti Panit;Thailand;Chiang Mai;19 Tha Phae Road, Chang Khlan, Mueang Chiang Mai, Chiang Mai, 50100, Thailand;18.7723871;98.9990343;50;non;non;Northern Thai
Baan Mai Rim Nahm;Thailand;Phra Nakhon Si Ayutthaya;43/1 Mu 2, U Thong Road, Pratu Chai, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3480559;100.5696049;50;non;non;Thai
Nai Liak Beef Noodles;Thailand;Phra Nakhon Si Ayutthaya;6/7 Pa Maphrao Road, Ho Rattanachai, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3621885;100.5786542;50;non;non;Noodles
Baan Pomphet;Thailand;Phra Nakhon Si Ayutthaya;13/5 U Thong Road, Ho Rattanachai, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3464255;100.5764654;50;non;non;Thai
Sang Ka Sri;Thailand;Phuket;262/8 Yaowarat Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.9033455;98.3777623;50;non;non;Thai
Krua Taan;Thailand;Phra Nakhon Si Ayutthaya;65/16 Mu 7, Soi Mu Ban Chang, Pai Ling, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3602614;100.5920237;50;non;non;Thai
Suriyan Chandra;Thailand;Phra Nakhon Si Ayutthaya;38 Mu 7, Phra Khao, Bang Ban, Phra Nakhon Si Ayutthaya, 13250, Thailand;14.3249412;100.4524496;50;non;non;Thai
La Cucina;Thailand;Chon Buri;Andaz Pattaya Jomtien Beach  345 Mu 3, Na Chom Thian, Sattahip, Chon Buri, 20250, Thailand;12.7928542;100.910924;50;non;non;Italian
Khao Tom Ped Jek Tong;Thailand;Chon Buri;421/1 Vachira Prakarn Road, Makham Yong, Mueang Chon Buri, Chon Buri, 20000, Thailand;13.35378;100.982265;50;non;non;Small eats
Bisou;Thailand;Bangkok;68 Soi Langsuan 9, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7376896;100.5420893;50;non;non;Modern Cuisine
Mae Pong Sri;Thailand;Chon Buri;42/99 Mu 9, Sukhumvit Road, Pattaya, Nong Prue, Bang Lamung, Chon Buri, 20150, Thailand;12.9283854;100.8993169;50;non;non;Small eats
Phae Krung Kao;Thailand;Phra Nakhon Si Ayutthaya;4/1 U Thong Road, Ho Rattanachai, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3484901;100.5812264;50;non;non;Thai
hom;Thailand;Phuket;InterContinental Phuket Resort, 333, 333/3 Mu 3, Kamala Beach, Kamala, Kathu, Phuket, 83150, Thailand;7.9625956;98.2852539;50;non;non;Modern Cuisine
Garlic;Thailand;Bangkok;44 Soi Chotiwat, Bang Sue, Bangkok, 10800, Thailand;13.8169517;100.5372579;50;non;non;Thai
Juksunchae;Thailand;Bangkok;5F, Woodberry Common, 15/3 Soi Ruamrudee, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7405018;100.5494693;50;non;non;Korean
Den Kushi Flori;Thailand;Bangkok;LGF, Erawan Bangkok Building, 494 Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7436835;100.5406109;50;non;non;Japanese
Small Dinner Club;Thailand;Bangkok;1109 Charoen Krung Road, Si Phraya, Bang Rak, Bangkok, 10500, Thailand;13.7279501;100.5159868;50;non;non;Innovative
Chuan Kitchen;Thailand;Nonthaburi;50/666 Mu 6, Soi Mu Ban Mueang Thong Thani, Ban Mai, Pak Kret, Nonthaburi, 11120, Thailand;13.915142;100.5426776;50;non;non;South East Asian
Riva del Fiume;Thailand;Bangkok;LF, Four Seasons Hotel Bangkok at Chao Phraya River, 300/1 Charoen Krung Road, Yan Nawa, Sathon, Bangkok, 10120, Thailand;13.711956;100.5108672;50;non;non;Italian
Tiffin by La Sala;Thailand;Phuket;Anantara Mai Khao Phuket Villas, 888 Mu 3, Mai Khao, Thalang, Phuket, 83110, Thailand;8.1585535;98.2979145;50;non;non;Indian
Ruen Jarung;Thailand;Phra Nakhon Si Ayutthaya;67/3 Mu 2, Ban Wa, Bang Pa-in, Phra Nakhon Si Ayutthaya, 13160, Thailand;14.3017247;100.6016118;50;non;non;Thai
Praya Dining;Thailand;Bangkok;Praya Palazzo 757/1 Soi Somdet Phra Pin Klao 2, Bang Yi Khan, Bang Phlat, Bangkok, 10700, Thailand;13.7658328;100.4935985;50;non;non;Thai
Kampun Gai Yang;Thailand;Phra Nakhon Si Ayutthaya;94/7 Mu 6, Rochana Road, Phai Ling, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3505911;100.6022782;50;non;non;Isan
Angeum;Thailand;Phra Nakhon Si Ayutthaya;55/17 Mu 7, Khlong Suan Phlu, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3328868;100.6034507;50;non;non;Vietnamese
Khaotom Chedi;Thailand;Phra Nakhon Si Ayutthaya;254/14 Rochana Road, Phai Ling, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3543607;100.5915574;50;non;non;Thai
Nitan;Thailand;Phuket;177/38 Mu 6, Si Sunthon Road, Choeng Thale, Thalang, Phuket, 83110, Thailand;7.9796984;98.3295793;50;non;non;Southern Thai
FishHouse;Thailand;Ko Samui;Kimpton Kitalay Samui, 10/79 Mu 5, Bo Phut, Ko Samui, 84320, Thailand;9.5743154;100.0800032;50;non;non;European
Vilas;Thailand;Bangkok;Unit E103, B1F, Velaa Sindhorn Village, 87 Lang Suan Road, Lumphini, Pathum Wan, Bangkok, 10300, Thailand;13.7240394;100.5286612;50;non;non;Thai contemporary
Jampa;Thailand;Phuket;The Community House, Tri Vananda, 46/6 Mu 3, Thep Krasatti, Thalang, Phuket, 83110, Thailand;8.0396599;98.3173679;50;non;non;European Contemporary
Chom Chan;Thailand;Phuket;242/2 Yaowarat Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.9004798;98.3821551;50;non;non;Southern Thai
Tumkratoei Sagate;Thailand;Khon Kaen;88-89 Mu 20, Maliwan Road, Ban Pet, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.4520331;102.7850221;50;non;non;Isan
Sanyod (Bang Rak);Thailand;Bangkok;89 Soi Charat Wiang, Si Lom, Bang Rak, Bangkok, 10500, Thailand;13.7187862;100.5176462;50;non;non;Chinese
Loba Bang Niao;Thailand;Phuket;18/61 Mae Luan Road, Talat Nuea, Mueang Phuket, Phuket, 83000, Thailand;7.88271;98.39092;50;non;non;Small eats
Talung Thai;Thailand;Phuket;GF, Paresa Resort, 49 Mu 6, Layi-Nakhale Road, Kamala, Kathu, Phuket, 83150, Thailand;7.932881;98.26248;50;non;non;Thai
The Thai Library;Thailand;Phuket;Trisara Resort, 60/1 Mu 6, Srisoonthorn Road, Choeng Thale, Thalang, Phuket, 83110, Thailand;8.0357554;98.2759199;50;non;non;Thai
Huen Lamphun (Taling Chan);Thailand;Bangkok;64/233 Mu 5, Suan Phak Road, Chimphli, Taling Chan, Bangkok, 10170, Thailand;13.793394;100.42802;50;non;non;Northern Thai
Indus;Thailand;Bangkok;71 Soi Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok, 10110, Thailand;13.7237635;100.5700912;50;non;non;Indian
Saawaan;Thailand;Bangkok;39/19 Soi Suan Phlu, Sathon Road, Thung Maha Mek, Sathon, Bangkok, 10120, Thailand;13.721809;100.53741;50;non;non;Thai contemporary
Maadae;Thailand;Chiang Mai;86-88 Thapae Road, Chang Moi, Mueang Chiang Mai, Chiang Mai, 50300, Thailand;18.788074;99.0009199;50;non;non;Seafood
Talung;Thailand;Chiang Mai;8 Chotana Road Soi 12, Chang Phueak, Mueang Chiang Mai, Chiang Mai, 50300, Thailand;18.8238549;98.9864371;50;non;non;Southern Thai
Guay Tiew Pet Tun Saraphi;Thailand;Chiang Mai;80 Mu 3, Liap Thang Rotfai Road, Saraphi, Chiang Mai, 50140, Thailand;18.680254;99.0446951;50;non;non;Street Food
